year,country,doc_number
1905,US,875747
1905,US,875746
1905,US,875745
1905,US,875744
1905,US,875743
1905,US,875742
1905,US,875741
1905,US,875740
1905,US,875739
1905,US,875738
1905,US,875737
1905,US,875736
1905,US,875735
1905,US,875734
1905,US,875733
1905,US,875732
1905,US,875731
1905,US,875730
1905,US,875729
1905,US,875728
1905,US,875727
1905,US,875726
1905,US,875725
1905,US,875724
1905,US,875723
1905,US,875722
1905,US,875721
1905,US,875720
1905,US,875719
1905,US,875718
1905,US,875717
1905,US,875716
1905,US,875715
1905,US,875714
1905,US,875713
1905,US,875712
1905,US,875711
1905,US,875710
1905,US,875709
1905,US,875708
1905,US,875707
1905,US,875706
1905,US,875705
1905,US,875704
1905,US,875703
1905,US,875702
1905,US,875701
1905,US,875700
1905,US,875699
1905,US,875698
1905,US,875697
1905,US,875696
1905,US,875695
1905,US,875694
1905,US,875693
1905,US,875692
1905,US,875691
1905,US,875690
1905,US,875689
1905,US,875688
1905,US,875687
1905,US,875686
1905,US,875685
1905,US,875684
1905,US,875683
1905,US,875682
1905,US,875681
1905,US,875680
1905,US,875679
1905,SE,23832
1905,SE,23816
1905,SE,23815
1905,SE,23814
1905,SE,23813
1905,SE,23812
1905,SE,23808
1905,SE,23806
1905,GB,190725828
1905,GB,190725342
1905,GB,190724927
1905,GB,190724882
1905,GB,190724792
1905,GB,190724662
1905,GB,190724001
1905,GB,190723336
1905,GB,190723296
1905,GB,190722634
1905,GB,190721457
1905,GB,190721417
1905,GB,190720591
1905,GB,190720517
1905,GB,190719778
1905,GB,190718946
1905,GB,190717881
1905,GB,190716949
1905,GB,190713957
1905,GB,190713927
1905,GB,190713660
1905,GB,190712032
1905,GB,190711987
1905,GB,190711758
1905,GB,190711650
1905,GB,190711432
1905,GB,190711404
1905,GB,190711139
1905,GB,190710784
1905,GB,190710729
1905,GB,190710618
1905,GB,190709615
1905,GB,190709356
1905,GB,190709243
1905,GB,190709048
1905,GB,190708436
1905,GB,190708416
1905,GB,190708361
1905,GB,190708286
1905,GB,190707947
1905,GB,190707808
1905,GB,190707733
1905,GB,190707226
1905,GB,190706892
1905,GB,190706087
1905,GB,190705831
1905,GB,190705732
1905,GB,190705618
1905,GB,190705595
1905,GB,190705540
1905,GB,190705342
1905,GB,190705131
1905,GB,190704849
1905,GB,190704802
1905,GB,190704512
1905,GB,190704437
1905,GB,190704363
1905,GB,190704209
1905,GB,190704190
1905,GB,190703840
1905,GB,190703425
1905,GB,190703267
1905,GB,190703092
1905,GB,190702210
1905,GB,190702096
1905,GB,190701990
1905,GB,190701683
1905,GB,190701670
1905,GB,190701615
1905,GB,190701573
1905,GB,190701519
1905,GB,190701425
1905,GB,190701301
1905,GB,190701278
1905,GB,190701052
1905,GB,190700923
1905,GB,190700771
1905,GB,190700684
1905,GB,190700624
1905,GB,190700546
1905,GB,190700536
1905,GB,190700521
1905,GB,190700437
1905,GB,190700435
1905,GB,190700426
1905,GB,190700418
1905,GB,190700411
1905,GB,190700408
1905,GB,190700394
1905,GB,190700386
1905,GB,190700366
1905,GB,190700349
1905,GB,190700348
1905,GB,190700337
1905,GB,190700311
1905,GB,190700306
1905,GB,190700300
1905,GB,190700298
1905,GB,190700296
1905,GB,190700280
1905,GB,190700276
1905,GB,190700268
1905,GB,190700243
1905,GB,190700239
1905,GB,190700233
1905,GB,190700226
1905,GB,190700225
1905,GB,190700220
1905,GB,190700212
1905,GB,190700206
1905,GB,190700205
1905,GB,190700185
1905,GB,190700162
1905,GB,190700160
1905,GB,190700155
1905,GB,190700148
1905,GB,190700145
1905,GB,190700098
1905,GB,190700083
1905,GB,190700062
1905,GB,190700060
1905,GB,190700052
1905,GB,190700045
1905,GB,190700011
1905,GB,190627731
1905,GB,190627643
1905,GB,190627619
1905,GB,190627549
1905,GB,190627535
1905,GB,190627445
1905,GB,190627393
1905,GB,190627358
1905,GB,190624582
1905,GB,190624448
1905,FR,381300
1905,FR,381299
1905,FR,381298
1905,FR,381297
1905,FR,381296
1905,FR,381295
